,phrase,label,sentiment,subjectivity,language,count
the last 14 years,the last 14 years,DATE,,,en,1.0
the hottest night of May,the hottest night of May,TIME,,,en,1.0
this May,this May,DATE,,,en,1.0
79%,79%,PERCENT,,,en,1.0
43 degrees Celsius,43 degrees Celsius,QUANTITY,,,en,1.0
hottest night of,hottest night of,TIME,,,en,1.0
Sairab,Sairab,NORP,,,en,1.0
11 Lakh Crore,11 Lakh Crore,MONEY,,,en,1.0
around 31 degrees Celsius,around 31 degrees Celsius,QUANTITY,,,en,1.0
around 45 degrees,around 45 degrees,QUANTITY,,,en,1.0
Dozens,Dozens,CARDINAL,,,en,1.0
555,555,CARDINAL,,,en,1.0
"May 25, 2026","May 25, 2026",DATE,,,en,1.0
1950 to 2023,1950 to 2023,DATE,,,en,1.0
47.2 degrees Celsius,47.2 degrees Celsius,QUANTITY,,,en,1.0
14 May 2026,14 May 2026,DATE,,,en,1.0
'Saffron Tsunami','Saffron Tsunami',WORK_OF_ART,,,en,1.0
41 degrees,41 degrees,QUANTITY,,,en,1.0
Diamond Harbor Model',Diamond Harbor Model',WORK_OF_ART,,,en,1.0
Wednesday evening,Wednesday evening,TIME,,,en,1.0
56,56,CARDINAL,,,en,1.0
a day,a day,DATE,,,en,1.0
above 47 degrees Celsius,above 47 degrees Celsius,QUANTITY,,,en,1.0
5 crore,5 crore,CARDINAL,,,en,1.0
more than 100,more than 100,CARDINAL,,,en,1.0
4.5 degrees,4.5 degrees,QUANTITY,,,en,1.0
seven days,seven days,DATE,,,en,1.0
2 weeks,2 weeks,DATE,,,en,1.0
"June 1, 2026","June 1, 2026",DATE,,,en,1.0
4400 ringgit,4400 ringgit,MONEY,,,en,1.0
almost 2 weeks,almost 2 weeks,DATE,,,en,1.0
just a few hours,just a few hours,TIME,,,en,1.0
4600 ringgit,4600 ringgit,MONEY,,,en,1.0
4800 ringgit,4800 ringgit,MONEY,,,en,1.0
4400,4400,CARDINAL,,,en,1.0
48.2 degrees Celsius,48.2 degrees Celsius,QUANTITY,,,en,1.0
at least another week,at least another week,DATE,,,en,1.0
Italian,Italian,NORP,,,en,1.0
Next 72 hours,Next 72 hours,TIME,,,en,1.0
the third consecutive day,the third consecutive day,DATE,,,en,1.0
7 months,7 months,DATE,,,en,1.0
the fourth consecutive month,the fourth consecutive month,DATE,,,en,1.0
below 7 months,below 7 months,DATE,,,en,1.0
19200,19200,DATE,,,en,1.0
50-60 km per hour,50-60 km per hour,QUANTITY,,,en,1.0
February 2026,February 2026,DATE,,,en,1.0
more than 20%,more than 20%,PERCENT,,,en,1.0
19th,19th,ORDINAL,,,en,1.0
Two days,Two days,DATE,,,en,1.0
Three years,Three years,DATE,,,en,1.0
Ayodhya,Ayodhya,NORP,,,en,1.0
about 149 years ago,about 149 years ago,DATE,,,en,1.0
127,127,CARDINAL,,,en,1.0
an hour,an hour,TIME,,,en,1.0
the upcoming week,the upcoming week,DATE,,,en,1.0
Dutch,Dutch,NORP,,,en,1.0
nearly 14 years,nearly 14 years,DATE,,,en,1.0
May night,May night,TIME,,,en,1.0
50-50kmph in,50-50kmph in,QUANTITY,,,en,1.0
18 May 2026,18 May 2026,DATE,,,en,1.0
44°C,44°C,MONEY,,,en,1.0
around 44 degrees Celsius,around 44 degrees Celsius,QUANTITY,,,en,1.0
around 26 degrees Celsius,around 26 degrees Celsius,QUANTITY,,,en,1.0
Summer season,Summer season,DATE,,,en,1.0
@45,@45,NORP,,,en,1.0
Tomorrow 19th,Tomorrow 19th,DATE,,,en,1.0
46.2 degrees,46.2 degrees,QUANTITY,,,en,1.0
Heatwave,Heatwave,WORK_OF_ART,,,en,1.0
12 noon,12 noon,TIME,,,en,1.0
3 o'clock,3 o'clock,TIME,,,en,1.0
Ridge Base Station,Ridge Base Station,FAC,,,en,1.0
more than 24,more than 24,CARDINAL,,,en,1.0
above 43 degrees Celsius,above 43 degrees Celsius,QUANTITY,,,en,1.0
AirPods,AirPods,PRODUCT,,,en,1.0
9 degrees Celsius,9 degrees Celsius,QUANTITY,,,en,1.0
intra-day,intra-day,DATE,,,en,1.0
15 year old,15 year old,DATE,,,en,1.0
intense - 15 years,intense - 15 years,DATE,,,en,1.0
up to 50 km per hour,up to 50 km per hour,QUANTITY,,,en,1.0
47th,47th,ORDINAL,,,en,1.0
more than 250,more than 250,CARDINAL,,,en,1.0
24300,24300,DATE,,,en,1.0
more than 700,more than 700,CARDINAL,,,en,1.0
9%,9%,PERCENT,,,en,1.0
August 2024,August 2024,DATE,,,en,1.0
more than 9%,more than 9%,PERCENT,,,en,1.0
August 2024 onwards,August 2024 onwards,DATE,,,en,1.0
97,97,CARDINAL,,,en,1.0
Radhan Pandit,Radhan Pandit,NORP,,,en,1.0
28th May,28th May,DATE,,,en,1.0
astrologer Radhan Pandit,astrologer Radhan Pandit,NORP,,,en,1.0
Election 2026,Election 2026,DATE,,,en,1.0
45 °,45 °,MONEY,,,en,1.0
48th,48th,ORDINAL,,,en,1.0
7.30 pm,7.30 pm,TIME,,,en,1.0
"May 5, 2026","May 5, 2026",DATE,,,en,1.0
Monday night,Monday night,TIME,,,en,1.0
A few hours,A few hours,TIME,,,en,1.0
May 3 to 5,May 3 to 5,DATE,,,en,1.0
May 4 to 6,May 4 to 6,DATE,,,en,1.0
iPad,iPad,PRODUCT,,,en,1.0
more than 22,more than 22,CARDINAL,,,en,1.0
next year,next year,DATE,,,en,1.0
Narmada,Narmada,FAC,-1.0,1.0,en,1.0
about 40 kilometers,about 40 kilometers,QUANTITY,,,en,1.0
the last 48 hours,the last 48 hours,TIME,,,en,1.0
50 to 60 km per hour,50 to 60 km per hour,QUANTITY,,,en,1.0
9 degrees,9 degrees,QUANTITY,,,en,1.0
Chepauk,Chepauk,NORP,,,en,1.0
44th,44th,ORDINAL,,,en,1.0
at least 6,at least 6,CARDINAL,,,en,1.0
the Heat Wave Action Plan,the Heat Wave Action Plan,LAW,,,en,1.0
six,six,CARDINAL,,,en,1.0
more than 15 hours,more than 15 hours,TIME,,,en,1.0
92%,92%,PERCENT,,,en,1.0
April 30,April 30,DATE,,,en,1.0
2023,2023,DATE,,,en,1.0
Three,Three,CARDINAL,,,en,1.0
between June and September,between June and September,DATE,,,en,1.0
Betwa river,Betwa river,FAC,0.16666666666666666,0.28205128205128205,en,1.0
4 months,4 months,DATE,,,en,1.0
70 km per hour,70 km per hour,QUANTITY,,,en,1.0
1 pm to 4 pm,1 pm to 4 pm,TIME,,,en,1.0
between 1 pm and 4 pm,between 1 pm and 4 pm,TIME,,,en,1.0
05,05,CARDINAL,,,en,1.0
70 km/hour,70 km/hour,TIME,,,en,1.0
45°C,45°C,MONEY,,,en,1.0
55th,55th,ORDINAL,,,en,1.0
May 27th,May 27th,DATE,,,en,1.0
May 9,May 9,DATE,,,en,1.0
9 May 2026,9 May 2026,DATE,,,en,1.0
50-60kmph,50-60kmph,CARDINAL,,,en,1.0
more than 12 lakh,more than 12 lakh,CARDINAL,,,en,1.0
Katihar railway,Katihar railway,FAC,,,en,1.0
47.6°C,47.6°C,MONEY,,,en,1.0
the afternoon,the afternoon,TIME,,,en,1.0
Dharamshala,Dharamshala,NORP,,,en,1.0
28-31,28-31,DATE,,,en,1.0
Chardham Yatra,Chardham Yatra,NORP,,,en,1.0
Bangladeshi,Bangladeshi,NORP,,,en,1.0
less than 40 hours,less than 40 hours,TIME,,,en,1.0
Eastern,Eastern,NORP,,,en,1.0
"May 17, 2026","May 17, 2026",DATE,,,en,1.0
47.6 degrees,47.6 degrees,QUANTITY,,,en,1.0
43.5 degrees Celsius,43.5 degrees Celsius,QUANTITY,,,en,1.0
almost 14 years,almost 14 years,DATE,,,en,1.0
More than 200,More than 200,CARDINAL,,,en,1.0
the hottest night in the month of May,the hottest night in the month of May,TIME,,,en,1.0
Everything Apple Sale',Everything Apple Sale',WORK_OF_ART,,,en,1.0
MacBook,MacBook,PRODUCT,,,en,1.0
millions of years,millions of years,DATE,,,en,1.0
these 3 days,these 3 days,DATE,,,en,1.0
May 8 today,May 8 today,DATE,,,en,1.0
May 8,May 8,DATE,,,en,1.0
294,294,CARDINAL,,,en,1.0
the next 6-7 days,the next 6-7 days,DATE,,,en,1.0
May 27 and 31,May 27 and 31,DATE,,,en,1.0
the next 6 to 7 days,the next 6 to 7 days,DATE,,,en,1.0
the early hours,the early hours,TIME,,,en,1.0
Indira Gandhi International Airport,Indira Gandhi International Airport,FAC,,,en,1.0
centuries old,centuries old,DATE,,,en,1.0
many days,many days,DATE,,,en,1.0
65 kmph,65 kmph,QUANTITY,,,en,1.0
May 27 to Friday,May 27 to Friday,DATE,,,en,1.0
65 kilometers per hour,65 kilometers per hour,QUANTITY,,,en,1.0
June-July,June-July,DATE,,,en,1.0
6-7 days,6-7 days,DATE,,,en,1.0
46 degrees,46 degrees,QUANTITY,,,en,1.0
around 40 this week,around 40 this week,DATE,,,en,1.0
47 degrees,47 degrees,QUANTITY,,,en,1.0
the Empire State Building,the Empire State Building,FAC,,,en,1.0
5:30 in the morning,5:30 in the morning,TIME,,,en,1.0
47.4 degrees Celsius,47.4 degrees Celsius,QUANTITY,,,en,1.0
"80,000 tonnes","80,000 tonnes",QUANTITY,,,en,1.0
41 year old,41 year old,DATE,,,en,1.0
about 10,about 10,CARDINAL,,,en,1.0
1000 crores,1000 crores,CARDINAL,,,en,1.0
the early 2010s,the early 2010s,DATE,,,en,1.0
the year,the year,DATE,,,en,1.0
Coldest Republic Day,Coldest Republic Day,DATE,,,en,1.0
the coldest Republic Day,the coldest Republic Day,DATE,,,en,1.0
"January 26, 2021","January 26, 2021",DATE,,,en,1.0
0.7%,0.7%,PERCENT,,,en,1.0
281,281,CARDINAL,,,en,1.0
more than,more than,CARDINAL,,,en,1.0
"More than 1,250","More than 1,250",CARDINAL,,,en,1.0
the last week of January,the last week of January,DATE,,,en,1.0
The month of January,The month of January,DATE,,,en,1.0
336,336,CARDINAL,,,en,1.0
Tuesday night,Tuesday night,TIME,,,en,1.0
around 10:12 pm,around 10:12 pm,TIME,,,en,1.0
next 4 days,next 4 days,DATE,,,en,1.0
268,268,CARDINAL,,,en,1.0
"Monday, February…","Monday, February…",DATE,,,en,1.0
20 crore,20 crore,MONEY,,,en,1.0
this month of January,this month of January,DATE,,,en,1.0
January 2026,January 2026,DATE,,,en,1.0
a month,a month,DATE,,,en,1.0
140 years,140 years,DATE,,,en,1.0
2 meter+,2 meter+,QUANTITY,,,en,1.0
90 days,90 days,DATE,,,en,1.0
hours,hours,TIME,,,en,1.0
27th January,27th January,DATE,,,en,1.0
a great year,a great year,DATE,,,en,1.0
Tata Car Sales:,Tata Car Sales:,WORK_OF_ART,,,en,1.0
"more than 70,000","more than 70,000",CARDINAL,,,en,1.0
Punch,Punch,PRODUCT,,,en,1.0
Just days,Just days,DATE,,,en,1.0
above $6,above $6,MONEY,,,en,1.0
Australian,Australian,NORP,,,en,1.0
82,82,CARDINAL,,,en,1.0
1989,1989,DATE,,,en,1.0
Quiet Man,Quiet Man,WORK_OF_ART,,,en,1.0
American,American,NORP,,,en,1.0
about 2 cm,about 2 cm,QUANTITY,,,en,1.0
Oscars 2026,Oscars 2026,LAW,,,en,1.0
the Best International Feature Film,the Best International Feature Film,EVENT,,,en,1.0
'Border 2','Border 2',WORK_OF_ART,,,en,1.0
nearly 2%,nearly 2%,PERCENT,,,en,1.0
one-week,one-week,DATE,,,en,1.0
1.18,1.18,MONEY,,,en,1.0
January 26,January 26,DATE,,,en,1.0
3 degree,3 degree,QUANTITY,,,en,1.0
the past days,the past days,DATE,,,en,1.0
37,37,CARDINAL,,,en,1.0
two consecutive days,two consecutive days,DATE,,,en,1.0
48,48,CARDINAL,,,en,1.0
1 lakh,1 lakh,QUANTITY,,,en,1.0
more than 1 lakh,more than 1 lakh,MONEY,,,en,1.0
cold nights,cold nights,DATE,,,en,1.0
Day 2026,Day 2026,DATE,,,en,1.0
"January 26, 2026","January 26, 2026",DATE,,,en,1.0
the 77th Republic Day,the 77th Republic Day,DATE,,,en,1.0
26 January 1950,26 January 1950,DATE,,,en,1.0
every year this day,every year this day,DATE,,,en,1.0
This day,This day,DATE,,,en,1.0
Delhi Cold Wave: Cold,Delhi Cold Wave: Cold,EVENT,,,en,1.0
Delhi Cold Wave,Delhi Cold Wave,EVENT,,,en,1.0
3.6 degrees Celsius,3.6 degrees Celsius,QUANTITY,,,en,1.0
"more than 9,000","more than 9,000",CARDINAL,,,en,1.0
Rs 1.80 lakh,Rs 1.80 lakh,MONEY,,,en,1.0
Himalayas,Himalayas,NORP,-0.14583333333333331,0.22083333333333333,en,1.0
258,258,CARDINAL,,,en,1.0
210,210,CARDINAL,,,en,1.0
11.1 degrees Celsius,11.1 degrees Celsius,QUANTITY,,,en,1.0
around 27 degrees Celsius,around 27 degrees Celsius,QUANTITY,,,en,1.0
14th February 2026,14th February 2026,DATE,,,en,1.0
12 February 2026,12 February 2026,DATE,,,en,1.0
the same day,the same day,DATE,,,en,1.0
Pakistanis,Pakistanis,NORP,,,en,1.0
the Asia Cup,the Asia Cup,EVENT,,,en,1.0
their 30 months,their 30 months,DATE,,,en,1.0
16 to 20 February,16 to 20 February,DATE,,,en,1.0
about 100,about 100,CARDINAL,,,en,1.0
the hottest day of the year,the hottest day of the year,DATE,,,en,1.0
the hottest day of this year,the hottest day of this year,DATE,,,en,1.0
the next one or two days,the next one or two days,DATE,,,en,1.0
21st June,21st June,DATE,,,en,1.0
Indonesian,Indonesian,NORP,,,en,1.0
up to 3 hectares,up to 3 hectares,QUANTITY,,,en,1.0
just 300-400 meters,just 300-400 meters,QUANTITY,,,en,1.0
the middle of February,the middle of February,DATE,,,en,1.0
February 16,February 16,DATE,,,en,1.0
31.6°,31.6°,PERCENT,,,en,1.0
7.2°,7.2°,CARDINAL,,,en,1.0
18 February 2026,18 February 2026,DATE,,,en,1.0
between 8% and 20%,between 8% and 20%,PERCENT,,,en,1.0
India AI Impact Summit,India AI Impact Summit,EVENT,,,en,1.0
30 degrees Celsius,30 degrees Celsius,QUANTITY,,,en,1.0
The month of February,The month of February,DATE,,,en,1.0
French,French,NORP,,,en,1.0
Any day,Any day,DATE,,,en,1.0
209,209,CARDINAL,,,en,1.0
10 grams,10 grams,QUANTITY,,,en,1.0
between 22°C to 24°,between 22°C to 24°,PERCENT,,,en,1.0
Rs 4 lakh,Rs 4 lakh,MONEY,,,en,1.0
about 25 minutes,about 25 minutes,TIME,,,en,1.0
200,200,CARDINAL,,,en,1.0
15 to 30 percent,15 to 30 percent,PERCENT,,,en,1.0
PM Modi,PM Modi,FAC,,,en,1.0
05 and 06 February,05 and 06 February,DATE,,,en,1.0
Star Celebrity Game,Star Celebrity Game,WORK_OF_ART,,,en,1.0
February 13,February 13,DATE,,,en,1.0
cold days,cold days,DATE,,,en,1.0
214,214,CARDINAL,,,en,1.0
13 degrees Celsius,13 degrees Celsius,QUANTITY,,,en,1.0
7 am,7 am,TIME,,,en,1.0
7 February,7 February,DATE,,,en,1.0
17.5°,17.5°,MONEY,,,en,1.0
35 degrees,35 degrees,QUANTITY,,,en,1.0
2 February 2026,2 February 2026,DATE,,,en,1.0
25.1°C,25.1°C,MONEY,,,en,1.0
February 11,February 11,DATE,,,en,1.0
10th,10th,ORDINAL,,,en,1.0
20 lakh,20 lakh,CARDINAL,,,en,1.0
More than 2 million,More than 2 million,CARDINAL,,,en,1.0
3 million,3 million,CARDINAL,,,en,1.0
25-28 degrees,25-28 degrees,QUANTITY,,,en,1.0
29 °C,29 °C,PERCENT,,,en,1.0
26-29 degrees Celsius,26-29 degrees Celsius,QUANTITY,,,en,1.0
mid-February,mid-February,DATE,,,en,1.0
the coming months,the coming months,DATE,,,en,1.0
Bye-bye winter,Bye-bye winter,DATE,,,en,1.0
this winter,this winter,DATE,,,en,1.0
January 22,January 22,DATE,,,en,1.0
above 30 degrees,above 30 degrees,QUANTITY,,,en,1.0
Hindus,Hindus,NORP,,,en,1.0
Republic Day Parade,Republic Day Parade,EVENT,,,en,1.0
The Republic Day Parade,The Republic Day Parade,DATE,,,en,1.0
the Beating Retreat Ceremony,the Beating Retreat Ceremony,EVENT,,,en,1.0
29 January,29 January,DATE,,,en,1.0
286,286,CARDINAL,,,en,1.0
January 6,January 6,DATE,,,en,1.0
6:00 am,6:00 am,TIME,,,en,1.0
200 meters,200 meters,QUANTITY,,,en,1.0
8 degrees Celsius,8 degrees Celsius,QUANTITY,,,en,1.0
Delhi Airport,Delhi Airport,FAC,,,en,1.0
59th,59th,ORDINAL,,,en,1.0
6 January 1967,6 January 1967,DATE,,,en,1.0
just 11 years old,just 11 years old,DATE,,,en,1.0
7 February to 8 March 2026,7 February to 8 March 2026,DATE,,,en,1.0
6.5 °,6.5 °,QUANTITY,,,en,1.0
the coldest day of 2026,the coldest day of 2026,DATE,,,en,1.0
68 km,68 km,QUANTITY,,,en,1.0
10 km,10 km,QUANTITY,,,en,1.0
7 to 9 January,7 to 9 January,DATE,,,en,1.0
About 3 crore,About 3 crore,CARDINAL,,,en,1.0
January 8),January 8),DATE,,,en,1.0
about 60%,about 60%,PERCENT,,,en,1.0
Greenland,Greenland,WORK_OF_ART,0.3125,0.65,en,1.0
75,75,CARDINAL,,,en,1.0
just 31,just 31,CARDINAL,,,en,1.0
a century,a century,DATE,,,en,1.0
13 January,13 January,DATE,,,en,1.0
Turkman Gate,Turkman Gate,FAC,,,en,1.0
Republic Day Parade 2026,Republic Day Parade 2026,DATE,,,en,1.0
4.5 °,4.5 °,PERCENT,,,en,1.0
around 3 degrees,around 3 degrees,QUANTITY,,,en,1.0
the fourth day,the fourth day,DATE,,,en,1.0
Pushpa,Pushpa,WORK_OF_ART,,,en,1.0
the first weekend,the first weekend,DATE,,,en,1.0
just 10 days,just 10 days,DATE,,,en,1.0
between December and February,between December and February,DATE,,,en,1.0
December 22,December 22,DATE,,,en,1.0
the Yarlung Tsangpo River,the Yarlung Tsangpo River,FAC,,,en,1.0
winter nights,winter nights,DATE,,,en,1.0
evenings,evenings,TIME,,,en,1.0
Covid,Covid,NORP,,,en,1.0
30%,30%,PERCENT,,,en,1.0
annually,annually,DATE,,,en,1.0
the rainy days,the rainy days,DATE,,,en,1.0
years,years,DATE,,,en,1.0
23-24 crore,23-24 crore,MONEY,,,en,1.0
266,266,CARDINAL,,,en,1.0
383,383,CARDINAL,,,en,1.0
April 22,April 22,DATE,,,en,1.0
the last two years,the last two years,DATE,,,en,1.0
the Federalism Strengthening and National Concern Committee,the Federalism Strengthening and National Concern Committee,LAW,,,en,1.0
New Year,New Year,EVENT,,,en,1.0
473,473,CARDINAL,,,en,1.0
less than 50 meters,less than 50 meters,QUANTITY,,,en,1.0
January 2,January 2,DATE,,,en,1.0
"the morning of Monday, January 5","the morning of Monday, January 5",TIME,,,en,1.0
4:17 am,4:17 am,TIME,,,en,1.0
50 km,50 km,QUANTITY,,,en,1.0
26.37°,26.37°,QUANTITY,,,en,1.0
92.29°,92.29°,QUANTITY,,,en,1.0
January 10,January 10,DATE,,,en,1.0
the next day,the next day,DATE,,,en,1.0
winter season,winter season,DATE,,,en,1.0
2.3 degrees,2.3 degrees,QUANTITY,,,en,1.0
late nights,late nights,TIME,,,en,1.0
4-6 degrees Celsius,4-6 degrees Celsius,QUANTITY,,,en,1.0
January 19,January 19,DATE,,,en,1.0
hottest year,hottest year,DATE,,,en,1.0
The year 2025,The year 2025,DATE,,,en,1.0
summer 2026,summer 2026,DATE,,,en,1.0
33 percent,33 percent,PERCENT,,,en,1.0
January 14,January 14,DATE,,,en,1.0
5 thousand,5 thousand,CARDINAL,,,en,1.0
897,897,CARDINAL,,,en,1.0
200 to 1000 percent,200 to 1000 percent,PERCENT,,,en,1.0
Dimona,Dimona,FAC,0.1,0.4,en,1.0
January 17,January 17,DATE,,,en,1.0
the sixth consecutive day,the sixth consecutive day,DATE,,,en,1.0
9:03 am,9:03 am,TIME,,,en,1.0
two-day,two-day,DATE,,,en,1.0
October last year,October last year,DATE,,,en,1.0
important months,important months,DATE,,,en,1.0
eight years,eight years,DATE,,,en,1.0
Kiwi,Kiwi,PRODUCT,,,en,1.0
Shahjahanpur-Bareilly,Shahjahanpur-Bareilly,PRODUCT,,,en,1.0
23 crore,23 crore,CARDINAL,,,en,1.0
325,325,CARDINAL,,,en,1.0
hundreds,hundreds,CARDINAL,,,en,1.0
50000,50000,CARDINAL,,,en,1.0
20000 hectares,20000 hectares,QUANTITY,,,en,1.0
6-24 meters,6-24 meters,QUANTITY,,,en,1.0
a 10000 year old,a 10000 year old,DATE,,,en,1.0
3.5 degrees,3.5 degrees,QUANTITY,,,en,1.0
Dara Shikoh Road,Dara Shikoh Road,FAC,,,en,1.0
5 degrees,5 degrees,QUANTITY,,,en,1.0
Shimla Street,Shimla Street,FAC,,,en,1.0
more than a dozen,more than a dozen,CARDINAL,,,en,1.0
5 to 16 hours,5 to 16 hours,TIME,,,en,1.0
5 degrees or,5 degrees or,QUANTITY,,,en,1.0
4.2 degrees Celsius,4.2 degrees Celsius,QUANTITY,,,en,1.0
11 January 2026,11 January 2026,DATE,,,en,1.0
"January 11, 2026","January 11, 2026",DATE,,,en,1.0
Yesterday,Yesterday,DATE,,,en,1.0
2.9 degrees Celsius,2.9 degrees Celsius,QUANTITY,,,en,1.0
300,300,CARDINAL,,,en,1.0
This morning,This morning,TIME,,,en,1.0
January 13,January 13,DATE,,,en,1.0
last week,last week,DATE,,,en,1.0
the night of Sunday,the night of Sunday,TIME,,,en,1.0
almost 0 degrees,almost 0 degrees,QUANTITY,,,en,1.0
14 January 2026,14 January 2026,DATE,,,en,1.0
between 5.30 am and 7 am today,between 5.30 am and 7 am today,TIME,,,en,1.0
the last 13 years,the last 13 years,DATE,,,en,1.0
Nights colder,Nights colder,DATE,,,en,1.0
Coldest night of the season,Coldest night of the season,TIME,,,en,1.0
The coldest night of this season,The coldest night of this season,TIME,,,en,1.0
3.2 degrees Celsius,3.2 degrees Celsius,QUANTITY,,,en,1.0
Coldest Morning,Coldest Morning,TIME,,,en,1.0
Coldest morning,Coldest morning,TIME,,,en,1.0
the coldest morning of the season,the coldest morning of the season,TIME,,,en,1.0
3 degrees Celsius,3 degrees Celsius,QUANTITY,,,en,1.0
600,600,CARDINAL,,,en,1.0
14 January,14 January,DATE,,,en,1.0
420,420,CARDINAL,,,en,1.0
1.4 billion,1.4 billion,CARDINAL,,,en,1.0
5%,5%,PERCENT,,,en,1.0
the Cricket World Cup,the Cricket World Cup,EVENT,,,en,1.0
April to July 2026,April to July 2026,DATE,,,en,1.0
the next 10 days,the next 10 days,DATE,,,en,1.0
at least 17,at least 17,CARDINAL,,,en,1.0
34,34,CARDINAL,,,en,1.0
the past 11 years,the past 11 years,DATE,,,en,1.0
The years 2015,The years 2015,DATE,,,en,1.0
the third hottest year,the third hottest year,DATE,,,en,1.0
"Tuesday, March 31","Tuesday, March 31",DATE,,,en,1.0
93.58,93.58,CARDINAL,,,en,1.0
94.81,94.81,CARDINAL,,,en,1.0
93.10,93.10,CARDINAL,,,en,1.0
134 paise,134 paise,MONEY,,,en,1.0
Gujarat Titans,Gujarat Titans,NORP,,,en,1.0
the PCA New Cricket Stadium,the PCA New Cricket Stadium,FAC,,,en,1.0
April 1,April 1,DATE,,,en,1.0
second weekend,second weekend,DATE,,,en,1.0
2 to 5 April,2 to 5 April,DATE,,,en,1.0
Rs 5 crore,Rs 5 crore,MONEY,,,en,1.0
"50,000","50,000",CARDINAL,,,en,1.0
April 5,April 5,DATE,,,en,1.0
2 April,2 April,DATE,,,en,1.0
April 6,April 6,DATE,,,en,1.0
3 days,3 days,DATE,,,en,1.0
April 9,April 9,DATE,,,en,1.0
recent days,recent days,DATE,,,en,1.0
the first day,the first day,DATE,,,en,1.0
the night of Friday,the night of Friday,TIME,,,en,1.0
April 3,April 3,DATE,,,en,1.0
election day,election day,DATE,,,en,1.0
Rs 1000 crore,Rs 1000 crore,MONEY,,,en,1.0
'Dhurandhar,'Dhurandhar,WORK_OF_ART,,,en,1.0
"April 4, 2026","April 4, 2026",DATE,,,en,1.0
This Week,This Week,DATE,,,en,1.0
Jyotish,Jyotish,NORP,,,en,1.0
two lakh,two lakh,QUANTITY,,,en,1.0
March 26 and 28,March 26 and 28,DATE,,,en,1.0
March 26,March 26,DATE,,,en,1.0
At least 16,At least 16,CARDINAL,,,en,1.0
Dauladi,Dauladi,FAC,,,en,1.0
the last one week,the last one week,DATE,,,en,1.0
Zojila Pass,Zojila Pass,FAC,,,en,1.0
the Srinagar-Leh National Highway,the Srinagar-Leh National Highway,FAC,,,en,1.0
Joji La Pass,Joji La Pass,FAC,,,en,1.0
at least seven,at least seven,CARDINAL,,,en,1.0
around 15,around 15,CARDINAL,,,en,1.0
season to season,season to season,DATE,,,en,1.0
the week,the week,DATE,,,en,1.0
Rs 1365 crore,Rs 1365 crore,MONEY,,,en,1.0
70 days,70 days,DATE,,,en,1.0
this era,this era,DATE,,,en,1.0
10 minutes,10 minutes,TIME,,,en,1.0
all seasons,all seasons,DATE,,,en,1.0
₹1140 crore,₹1140 crore,MONEY,,,en,1.0
9 days,9 days,DATE,,,en,1.0
just 9 days,just 9 days,DATE,,,en,1.0
16 years,16 years,DATE,,,en,1.0
30 March,30 March,DATE,,,en,1.0
36.2 degrees Celsius,36.2 degrees Celsius,QUANTITY,,,en,1.0
season,season,DATE,,,en,1.0
19.8 degrees Celsius,19.8 degrees Celsius,QUANTITY,,,en,1.0
1.7 degrees,1.7 degrees,QUANTITY,,,en,1.0
the election day,the election day,DATE,,,en,1.0
Iranian,Iranian,NORP,,,en,1.0
Western Disturbance,Western Disturbance,FAC,0.01180555555555556,0.1395833333333333,en,1.0
990.85,990.85,CARDINAL,,,en,1.0
March-April,March-April,DATE,,,en,1.0
up to 40 percent,up to 40 percent,PERCENT,,,en,1.0
cold morning,cold morning,TIME,,,en,1.0
mornings,mornings,TIME,,,en,1.0
082,082,CARDINAL,,,en,1.0
Mahilalai Chait 4 Gate,Mahilalai Chait 4 Gate,FAC,,,en,1.0
Rs 1500,Rs 1500,PRODUCT,,,en,1.0
122,122,CARDINAL,,,en,1.0
8 April,8 April,DATE,,,en,1.0
85.17%,85.17%,PERCENT,,,en,1.0
up to 4%,up to 4%,PERCENT,,,en,1.0
more than 489,more than 489,CARDINAL,,,en,1.0
more than 105,more than 105,CARDINAL,,,en,1.0
April 11,April 11,DATE,,,en,1.0
April 2026,April 2026,DATE,,,en,1.0
Super Sunday,Super Sunday,EVENT,,,en,1.0
the 19th season,the 19th season,DATE,,,en,1.0
the third week,the third week,DATE,,,en,1.0
20th,20th,ORDINAL,,,en,1.0
Hundreds,Hundreds,CARDINAL,,,en,1.0
around 4:30 am today,around 4:30 am today,TIME,,,en,1.0
4.0,4.0,CARDINAL,,,en,1.0
nine months,nine months,DATE,,,en,1.0
74,74,DATE,,,en,1.0
about 10 minutes,about 10 minutes,TIME,,,en,1.0
day,day,DATE,,,en,1.0
Brahmin,Brahmin,NORP,,,en,1.0
World Cup 2011,World Cup 2011,EVENT,,,en,1.0
two months,two months,DATE,,,en,1.0
Arabian,Arabian,NORP,,,en,1.0
1000 KM,1000 KM,QUANTITY,,,en,1.0
Delhiites,Delhiites,NORP,,,en,1.0
The month,The month,DATE,,,en,1.0
the most sacred month,the most sacred month,DATE,,,en,1.0
This month,This month,DATE,,,en,1.0
the next 3 hours,the next 3 hours,TIME,,,en,1.0
40-60 km/hour,40-60 km/hour,QUANTITY,,,en,1.0
11th May,11th May,DATE,,,en,1.0
4 zodiac,4 zodiac,QUANTITY,,,en,1.0
half,half,CARDINAL,,,en,1.0
between April 7 and 9,between April 7 and 9,DATE,,,en,1.0
"April 6, 2026","April 6, 2026",DATE,,,en,1.0
